dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
com.fasterxml.jackson.core:jackson-databind,org.junit.jupiter:junit-jupiter-api,50,453,164,0.11,0.3,0.3
ch.qos.logback:logback-core,junit:junit,84,113,1314,0.74,0.06,0.74
ch.qos.logback:logback-core,redis.clients:jedis,14,113,111,0.12,0.13,0.13
org.postgresql:postgresql,org.slf4j:slf4j-simple,19,134,223,0.14,0.09,0.14
javax.inject:javax.inject,org.hibernate:hibernate-core,16,109,114,0.15,0.14,0.15
commons-beanutils:commons-beanutils,org.apache.httpcomponents:httpclient,79,163,384,0.48,0.21,0.48
org.eclipse.jetty:jetty-servlet,org.springframework:spring-beans,22,114,151,0.19,0.15,0.19
joda-time:joda-time,org.apache.maven.plugin-tools:maven-plugin-annotations,28,222,132,0.13,0.21,0.21
commons-lang:commons-lang,org.apache.commons:commons-collections4,25,271,109,0.09,0.23,0.23
com.google.code.gson:gson,org.apache.commons:commons-text,35,365,103,0.1,0.34,0.34
org.apache.maven:maven-core,org.projectlombok:lombok,8,112,233,0.07,0.03,0.07
javax.xml.bind:jaxb-api,junit:junit,125,169,1314,0.74,0.1,0.74
org.apache.logging.log4j:log4j-api,org.apache.zookeeper:zookeeper,22,158,107,0.14,0.21,0.21
org.apache.commons:commons-compress,org.slf4j:slf4j-log4j12,35,121,301,0.29,0.12,0.29
commons-io:commons-io,org.mockito:mockito-all,99,614,210,0.16,0.47,0.47
com.alibaba:fastjson,com.h2database:h2,26,207,211,0.13,0.12,0.13
commons-collections:commons-collections,javax.validation:validation-api,20,163,110,0.12,0.18,0.18
commons-collections:commons-collections,joda-time:joda-time,58,163,222,0.36,0.26,0.36
javax.annotation:javax.annotation-api,org.easymock:easymock,7,122,104,0.06,0.07,0.07
org.apache.commons:commons-math3,org.hamcrest:hamcrest-core,16,107,137,0.15,0.12,0.15
com.google.code.findbugs:jsr305,com.google.code.gson:gson,51,167,365,0.31,0.14,0.31
ch.qos.logback:logback-classic,org.apache.httpcomponents:httpcore,52,381,152,0.14,0.34,0.34
com.fasterxml.jackson.core:jackson-databind,org.eclipse.jetty:jetty-servlet,57,453,114,0.13,0.5,0.5
org.apache.commons:commons-text,org.apache.maven:maven-core,9,103,112,0.09,0.08,0.09
ch.qos.logback:logback-core,log4j:log4j,20,113,296,0.18,0.07,0.18
com.google.guava:guava,org.junit.jupiter:junit-jupiter-engine,68,680,200,0.1,0.34,0.34
javax.inject:javax.inject,org.javassist:javassist,15,109,132,0.14,0.11,0.14
org.hamcrest:hamcrest-core,org.postgresql:postgresql,17,137,134,0.12,0.13,0.13
joda-time:joda-time,org.apache.commons:commons-math3,29,222,107,0.13,0.27,0.27
commons-codec:commons-codec,org.junit.jupiter:junit-jupiter-engine,38,356,200,0.11,0.19,0.19
com.google.code.gson:gson,commons-io:commons-io,183,365,614,0.5,0.3,0.5
com.google.code.gson:gson,org.postgresql:postgresql,47,365,134,0.13,0.35,0.35
org.apache.maven:maven-plugin-api,org.apache.zookeeper:zookeeper,15,156,107,0.1,0.14,0.14
javax.servlet:servlet-api,org.bouncycastle:bcprov-jdk15on,9,158,106,0.06,0.08,0.08
javax.servlet:servlet-api,javax.xml.bind:jaxb-api,27,158,169,0.17,0.16,0.17
org.apache.httpcomponents:httpclient,org.javassist:javassist,43,384,132,0.11,0.33,0.33
com.h2database:h2,javax.annotation:javax.annotation-api,24,211,122,0.11,0.2,0.2
org.apache.commons:commons-collections4,org.springframework:spring-beans,23,109,151,0.21,0.15,0.21
commons-cli:commons-cli,org.apache.maven.plugin-tools:maven-plugin-annotations,22,223,132,0.1,0.17,0.17
org.apache.commons:commons-math3,org.slf4j:slf4j-simple,13,107,223,0.12,0.06,0.12
org.apache.commons:commons-lang3,org.mockito:mockito-all,71,548,210,0.13,0.34,0.34
ch.qos.logback:logback-classic,com.alibaba:fastjson,62,381,207,0.16,0.3,0.3
org.springframework:spring-beans,org.testng:testng,21,151,158,0.14,0.13,0.14
org.apache.commons:commons-text,org.jsoup:jsoup,25,103,133,0.24,0.19,0.24
com.fasterxml.jackson.core:jackson-annotations,javax.inject:javax.inject,38,237,109,0.16,0.35,0.35
com.google.guava:guava,org.mockito:mockito-all,104,680,210,0.15,0.5,0.5
com.google.guava:guava,commons-lang:commons-lang,152,680,271,0.22,0.56,0.56
com.fasterxml.jackson.core:jackson-core,org.mockito:mockito-core,109,287,504,0.38,0.22,0.38
commons-codec:commons-codec,org.apache.maven.plugin-tools:maven-plugin-annotations,39,356,132,0.11,0.3,0.3
org.apache.commons:commons-collections4,org.slf4j:jcl-over-slf4j,23,109,173,0.21,0.13,0.21
org.apache.commons:commons-lang3,org.springframework:spring-jdbc,60,548,130,0.11,0.46,0.46
com.fasterxml.jackson.core:jackson-annotations,javax.servlet:javax.servlet-api,89,237,281,0.38,0.32,0.38
commons-beanutils:commons-beanutils,org.hibernate:hibernate-core,38,163,114,0.23,0.33,0.33
commons-codec:commons-codec,org.apache.commons:commons-math3,42,356,107,0.12,0.39,0.39
commons-codec:commons-codec,org.apache.logging.log4j:log4j-core,58,356,202,0.16,0.29,0.29
mysql:mysql-connector-java,org.easymock:easymock,21,326,104,0.06,0.2,0.2
org.apache.httpcomponents:httpclient,org.hsqldb:hsqldb,30,384,120,0.08,0.25,0.25
commons-io:commons-io,org.apache.logging.log4j:log4j-core,89,614,202,0.14,0.44,0.44
io.netty:netty-all,org.apache.maven.plugin-tools:maven-plugin-annotations,13,125,132,0.1,0.1,0.1
io.netty:netty-all,org.yaml:snakeyaml,21,125,143,0.17,0.15,0.17
org.hamcrest:hamcrest-all,org.openjdk.jmh:jmh-core,9,138,100,0.07,0.09,0.09
javax.validation:validation-api,org.jsoup:jsoup,18,110,133,0.16,0.14,0.16
javax.validation:validation-api,org.testng:testng,17,110,158,0.15,0.11,0.15
javax.inject:javax.inject,org.apache.logging.log4j:log4j-api,16,109,158,0.15,0.1,0.15
org.apache.logging.log4j:log4j-core,org.eclipse.jetty:jetty-server,29,202,148,0.14,0.2,0.2
org.apache.httpcomponents:httpcore,org.powermock:powermock-module-junit4,21,152,118,0.14,0.18,0.18
org.slf4j:slf4j-api,org.springframework:spring-beans,117,795,151,0.15,0.77,0.77
org.hsqldb:hsqldb,org.springframework:spring-test,39,120,188,0.33,0.21,0.33
org.json:json,org.mockito:mockito-all,21,137,210,0.15,0.1,0.15
commons-fileupload:commons-fileupload,mysql:mysql-connector-java,65,148,326,0.44,0.2,0.44
log4j:log4j,org.easymock:easymock,39,296,104,0.13,0.38,0.38
org.apache.logging.log4j:log4j-api,org.hibernate:hibernate-core,16,158,114,0.1,0.14,0.14
org.apache.logging.log4j:log4j-api,redis.clients:jedis,23,158,111,0.15,0.21,0.21
commons-io:commons-io,org.apache.commons:commons-collections4,84,614,109,0.14,0.77,0.77
io.netty:netty-all,org.springframework:spring-core,25,125,186,0.2,0.13,0.2
commons-cli:commons-cli,org.powermock:powermock-module-junit4,22,223,118,0.1,0.19,0.19
org.powermock:powermock-module-junit4,org.springframework:spring-test,18,118,188,0.15,0.1,0.15
org.apache.commons:commons-lang3,org.hamcrest:hamcrest-library,49,548,136,0.09,0.36,0.36
org.apache.commons:commons-lang3,org.powermock:powermock-module-junit4,54,548,118,0.1,0.46,0.46
com.google.code.findbugs:jsr305,org.apache.commons:commons-text,19,167,103,0.11,0.18,0.18
ch.qos.logback:logback-classic,javax.servlet:javax.servlet-api,85,381,281,0.22,0.3,0.3
ch.qos.logback:logback-classic,joda-time:joda-time,63,381,222,0.17,0.28,0.28
org.mockito:mockito-core,org.springframework:spring-test,83,504,188,0.16,0.44,0.44
com.fasterxml.jackson.core:jackson-databind,org.easymock:easymock,36,453,104,0.08,0.35,0.35
com.squareup.okhttp3:okhttp,org.springframework:spring-beans,9,131,151,0.07,0.06,0.07
ch.qos.logback:logback-core,com.fasterxml.jackson.core:jackson-databind,50,113,453,0.44,0.11,0.44
com.google.guava:guava,org.yaml:snakeyaml,98,680,143,0.14,0.69,0.69
javax.inject:javax.inject,javax.servlet:servlet-api,23,109,158,0.21,0.15,0.21
org.eclipse.jetty:jetty-servlet,org.hibernate:hibernate-core,19,114,114,0.17,0.17,0.17
org.mockito:mockito-all,org.springframework:spring-web,27,210,161,0.13,0.17,0.17
org.apache.logging.log4j:log4j-core,org.hibernate:hibernate-core,18,202,114,0.09,0.16,0.16
commons-lang:commons-lang,org.assertj:assertj-core,34,271,243,0.13,0.14,0.14
com.google.code.gson:gson,org.openjdk.jmh:jmh-core,22,365,100,0.06,0.22,0.22
javax.servlet:servlet-api,org.hamcrest:hamcrest-core,22,158,137,0.14,0.16,0.16
commons-cli:commons-cli,org.hsqldb:hsqldb,20,223,120,0.09,0.17,0.17
javax.annotation:javax.annotation-api,org.hamcrest:hamcrest-core,19,122,137,0.16,0.14,0.16
org.apache.zookeeper:zookeeper,org.eclipse.jetty:jetty-server,30,107,148,0.28,0.2,0.28
com.google.code.findbugs:jsr305,org.hsqldb:hsqldb,15,167,120,0.09,0.13,0.13
com.fasterxml.jackson.core:jackson-annotations,javax.validation:validation-api,34,237,110,0.14,0.31,0.31
javax.validation:validation-api,org.springframework:spring-context,36,110,240,0.33,0.15,0.33
commons-beanutils:commons-beanutils,commons-fileupload:commons-fileupload,40,163,148,0.25,0.27,0.27
org.apache.logging.log4j:log4j-slf4j-impl,org.jsoup:jsoup,12,120,133,0.1,0.09,0.1
joda-time:joda-time,org.slf4j:slf4j-log4j12,63,222,301,0.28,0.21,0.28
junit:junit,org.apache.maven:maven-core,83,1314,112,0.06,0.74,0.74
com.google.code.gson:gson,log4j:log4j,78,365,296,0.21,0.26,0.26
com.google.code.gson:gson,org.springframework:spring-web,52,365,161,0.14,0.32,0.32
org.json:json,org.slf4j:slf4j-api,76,137,795,0.55,0.1,0.55
org.slf4j:slf4j-simple,org.springframework:spring-webmvc,15,223,142,0.07,0.11,0.11
log4j:log4j,org.springframework:spring-test,61,296,188,0.21,0.32,0.32
io.netty:netty-all,org.hamcrest:hamcrest-library,8,125,136,0.06,0.06,0.06
org.apache.commons:commons-math3,org.json:json,17,107,137,0.16,0.12,0.16
ch.qos.logback:logback-core,org.hamcrest:hamcrest-library,16,113,136,0.14,0.12,0.14
org.apache.logging.log4j:log4j-slf4j-impl,org.springframework:spring-test,23,120,188,0.19,0.12,0.19
com.google.inject:guice,joda-time:joda-time,28,114,222,0.25,0.13,0.25
org.junit.jupiter:junit-jupiter-api,org.postgresql:postgresql,18,164,134,0.11,0.13,0.13
javax.xml.bind:jaxb-api,org.hamcrest:hamcrest-core,20,169,137,0.12,0.15,0.15
org.eclipse.jetty:jetty-server,org.mockito:mockito-core,66,148,504,0.45,0.13,0.45
org.json:json,org.postgresql:postgresql,15,137,134,0.11,0.11,0.11
com.h2database:h2,org.apache.zookeeper:zookeeper,27,211,107,0.13,0.25,0.25
org.apache.commons:commons-collections4,org.easymock:easymock,18,109,104,0.17,0.17,0.17
commons-io:commons-io,org.javassist:javassist,72,614,132,0.12,0.55,0.55
commons-io:commons-io,org.mockito:mockito-core,210,614,504,0.34,0.42,0.42
org.jsoup:jsoup,org.springframework:spring-core,20,133,186,0.15,0.11,0.15
ch.qos.logback:logback-classic,commons-codec:commons-codec,101,381,356,0.27,0.28,0.28
com.fasterxml.jackson.core:jackson-annotations,log4j:log4j,64,237,296,0.27,0.22,0.27
com.fasterxml.jackson.core:jackson-annotations,org.apache.commons:commons-math3,24,237,107,0.1,0.22,0.22
com.google.guava:guava,org.apache.maven:maven-plugin-api,71,680,156,0.1,0.46,0.46
org.apache.maven.plugin-tools:maven-plugin-annotations,org.yaml:snakeyaml,25,132,143,0.19,0.17,0.19
org.apache.logging.log4j:log4j-slf4j-impl,org.json:json,17,120,137,0.14,0.12,0.14
com.google.inject:guice,org.apache.commons:commons-math3,16,114,107,0.14,0.15,0.15
junit:junit,org.apache.httpcomponents:httpcore,113,1314,152,0.09,0.74,0.74
org.junit.jupiter:junit-jupiter-engine,org.slf4j:slf4j-simple,38,200,223,0.19,0.17,0.19
org.apache.httpcomponents:httpcore,org.springframework:spring-webmvc,21,152,142,0.14,0.15,0.15
commons-fileupload:commons-fileupload,org.assertj:assertj-core,19,148,243,0.13,0.08,0.13
com.h2database:h2,commons-logging:commons-logging,38,211,217,0.18,0.18,0.18
log4j:log4j,org.springframework:spring-jdbc,46,296,130,0.16,0.35,0.35
commons-io:commons-io,org.yaml:snakeyaml,73,614,143,0.12,0.51,0.51
io.netty:netty-all,org.apache.commons:commons-math3,16,125,107,0.13,0.15,0.15
commons-collections:commons-collections,org.hibernate:hibernate-core,32,163,114,0.2,0.28,0.28
javax.annotation:javax.annotation-api,org.apache.commons:commons-compress,17,122,121,0.14,0.14,0.14
javax.annotation:javax.annotation-api,org.testng:testng,20,122,158,0.16,0.13,0.16
org.apache.commons:commons-math3,org.springframework:spring-beans,7,107,151,0.07,0.05,0.07
org.apache.commons:commons-math3,org.apache.logging.log4j:log4j-slf4j-impl,6,107,120,0.06,0.05,0.06
commons-logging:commons-logging,javax.validation:validation-api,28,217,110,0.13,0.25,0.25
org.hibernate:hibernate-core,org.mockito:mockito-core,49,114,504,0.43,0.1,0.43
org.hibernate:hibernate-core,org.springframework:spring-web,38,114,161,0.33,0.24,0.33
org.apache.zookeeper:zookeeper,org.javassist:javassist,23,107,132,0.21,0.17,0.21
com.google.code.findbugs:jsr305,commons-codec:commons-codec,64,167,356,0.38,0.18,0.38
ch.qos.logback:logback-classic,org.apache.commons:commons-collections4,33,381,109,0.09,0.3,0.3
com.fasterxml.jackson.core:jackson-databind,javax.servlet:javax.servlet-api,137,453,281,0.3,0.49,0.49
org.apache.commons:commons-text,org.slf4j:jcl-over-slf4j,25,103,173,0.24,0.14,0.24
com.fasterxml.jackson.core:jackson-annotations,org.slf4j:jcl-over-slf4j,56,237,173,0.24,0.32,0.32
com.fasterxml.jackson.core:jackson-annotations,org.springframework:spring-webmvc,44,237,142,0.19,0.31,0.31
com.google.guava:guava,javax.validation:validation-api,52,680,110,0.08,0.47,0.47
org.apache.maven.plugin-tools:maven-plugin-annotations,org.json:json,8,132,137,0.06,0.06,0.06
javax.validation:validation-api,org.yaml:snakeyaml,24,110,143,0.22,0.17,0.22
commons-beanutils:commons-beanutils,org.apache.commons:commons-lang3,101,163,548,0.62,0.18,0.62
commons-beanutils:commons-beanutils,redis.clients:jedis,18,163,111,0.11,0.16,0.16
com.fasterxml.jackson.core:jackson-core,org.easymock:easymock,23,287,104,0.08,0.22,0.22
com.google.protobuf:protobuf-java,org.springframework:spring-webmvc,8,152,142,0.05,0.06,0.06
com.google.protobuf:protobuf-java,org.springframework:spring-test,17,152,188,0.11,0.09,0.11
com.google.inject:guice,log4j:log4j,29,114,296,0.25,0.1,0.25
com.google.inject:guice,javax.validation:validation-api,17,114,110,0.15,0.15,0.15
commons-codec:commons-codec,commons-io:commons-io,237,356,614,0.67,0.39,0.67
org.junit.jupiter:junit-jupiter-engine,org.slf4j:slf4j-api,89,200,795,0.45,0.11,0.45
com.google.code.gson:gson,commons-collections:commons-collections,64,365,163,0.18,0.39,0.39
commons-fileupload:commons-fileupload,org.apache.maven:maven-core,9,148,112,0.06,0.08,0.08
org.apache.logging.log4j:log4j-api,org.apache.maven.plugin-tools:maven-plugin-annotations,14,158,132,0.09,0.11,0.11
commons-collections:commons-collections,org.junit.jupiter:junit-jupiter-engine,17,163,200,0.1,0.09,0.1
org.apache.commons:commons-lang3,org.junit.jupiter:junit-jupiter-api,50,548,164,0.09,0.3,0.3
com.fasterxml.jackson.core:jackson-databind,org.hamcrest:hamcrest-all,46,453,138,0.1,0.33,0.33
com.google.protobuf:protobuf-java,org.projectlombok:lombok,17,152,233,0.11,0.07,0.11
com.google.inject:guice,org.projectlombok:lombok,11,114,233,0.1,0.05,0.1
com.google.code.gson:gson,org.apache.maven:maven-core,26,365,112,0.07,0.23,0.23
org.apache.httpcomponents:httpclient,org.apache.zookeeper:zookeeper,57,384,107,0.15,0.53,0.53
commons-collections:commons-collections,javax.annotation:javax.annotation-api,20,163,122,0.12,0.16,0.16
commons-collections:commons-collections,org.mockito:mockito-all,38,163,210,0.23,0.18,0.23
javax.annotation:javax.annotation-api,org.apache.commons:commons-text,10,122,103,0.08,0.1,0.1
org.apache.commons:commons-lang3,org.hsqldb:hsqldb,45,548,120,0.08,0.38,0.38
org.apache.commons:commons-lang3,org.apache.httpcomponents:httpclient,192,548,384,0.35,0.5,0.5
ch.qos.logback:logback-classic,org.springframework:spring-webmvc,51,381,142,0.13,0.36,0.36
org.openjdk.jmh:jmh-core,org.springframework:spring-beans,10,100,151,0.1,0.07,0.1
javax.servlet:javax.servlet-api,org.apache.logging.log4j:log4j-slf4j-impl,37,281,120,0.13,0.31,0.31
commons-beanutils:commons-beanutils,org.apache.logging.log4j:log4j-slf4j-impl,23,163,120,0.14,0.19,0.19
com.google.inject:guice,org.apache.maven:maven-core,11,114,112,0.1,0.1,0.1
commons-lang:commons-lang,org.junit.jupiter:junit-jupiter-api,17,271,164,0.06,0.1,0.1
com.google.code.gson:gson,org.springframework:spring-jdbc,39,365,130,0.11,0.3,0.3
com.google.code.gson:gson,org.junit.jupiter:junit-jupiter-engine,36,365,200,0.1,0.18,0.18
org.bouncycastle:bcprov-jdk15on,org.springframework:spring-web,18,106,161,0.17,0.11,0.17
javax.xml.bind:jaxb-api,org.powermock:powermock-module-junit4,23,169,118,0.14,0.19,0.19
javax.servlet:servlet-api,joda-time:joda-time,36,158,222,0.23,0.16,0.23
com.h2database:h2,org.apache.httpcomponents:httpcore,35,211,152,0.17,0.23,0.23
log4j:log4j,redis.clients:jedis,37,296,111,0.13,0.33,0.33
org.apache.commons:commons-compress,org.assertj:assertj-core,29,121,243,0.24,0.12,0.24
commons-cli:commons-cli,commons-fileupload:commons-fileupload,24,223,148,0.11,0.16,0.16
commons-logging:commons-logging,org.yaml:snakeyaml,29,217,143,0.13,0.2,0.2
com.google.code.findbugs:jsr305,org.springframework:spring-webmvc,13,167,142,0.08,0.09,0.09
ch.qos.logback:logback-classic,org.hamcrest:hamcrest-core,44,381,137,0.12,0.32,0.32
org.hamcrest:hamcrest-all,org.slf4j:slf4j-api,72,138,795,0.52,0.09,0.52
com.fasterxml.jackson.core:jackson-databind,org.springframework:spring-context,112,453,240,0.25,0.47,0.47
com.google.guava:guava,joda-time:joda-time,142,680,222,0.21,0.64,0.64
javax.inject:javax.inject,log4j:log4j,28,109,296,0.26,0.09,0.26
com.google.protobuf:protobuf-java,org.apache.commons:commons-collections4,13,152,109,0.09,0.12,0.12
junit:junit,redis.clients:jedis,78,1314,111,0.06,0.7,0.7
commons-lang:commons-lang,org.hamcrest:hamcrest-all,35,271,138,0.13,0.25,0.25
com.google.code.gson:gson,org.apache.commons:commons-math3,42,365,107,0.12,0.39,0.39
org.springframework:spring-context,org.springframework:spring-jdbc,102,240,130,0.43,0.78,0.78
javax.annotation:javax.annotation-api,log4j:log4j,31,122,296,0.25,0.1,0.25
org.springframework:spring-beans,org.springframework:spring-webmvc,71,151,142,0.47,0.5,0.5
com.fasterxml.jackson.core:jackson-databind,commons-cli:commons-cli,88,453,223,0.19,0.39,0.39
javax.servlet:javax.servlet-api,org.springframework:spring-core,82,281,186,0.29,0.44,0.44
org.apache.maven.plugin-tools:maven-plugin-annotations,org.hamcrest:hamcrest-all,11,132,138,0.08,0.08,0.08
com.google.protobuf:protobuf-java,commons-io:commons-io,67,152,614,0.44,0.11,0.44
commons-lang:commons-lang,org.apache.commons:commons-lang3,93,271,548,0.34,0.17,0.34
org.apache.maven:maven-plugin-api,org.hamcrest:hamcrest-core,18,156,137,0.12,0.13,0.13
org.hsqldb:hsqldb,org.slf4j:slf4j-api,79,120,795,0.66,0.1,0.66
com.h2database:h2,org.mockito:mockito-core,86,211,504,0.41,0.17,0.41
org.apache.commons:commons-collections4,org.jsoup:jsoup,16,109,133,0.15,0.12,0.15
org.hamcrest:hamcrest-library,org.testng:testng,17,136,158,0.13,0.11,0.13
com.fasterxml.jackson.core:jackson-databind,org.slf4j:slf4j-simple,81,453,223,0.18,0.36,0.36
javax.servlet:javax.servlet-api,javax.servlet:servlet-api,43,281,158,0.15,0.27,0.27
org.apache.maven.plugin-tools:maven-plugin-annotations,org.apache.maven:maven-plugin-api,122,132,156,0.92,0.78,0.92
com.google.inject:guice,org.mockito:mockito-all,21,114,210,0.18,0.1,0.18
joda-time:joda-time,org.slf4j:slf4j-simple,35,222,223,0.16,0.16,0.16
junit:junit,org.springframework:spring-core,154,1314,186,0.12,0.83,0.83
commons-lang:commons-lang,org.hamcrest:hamcrest-library,37,271,136,0.14,0.27,0.27
com.google.code.gson:gson,org.springframework:spring-context,74,365,240,0.2,0.31,0.31
com.google.code.gson:gson,org.mockito:mockito-all,58,365,210,0.16,0.28,0.28
org.json:json,org.yaml:snakeyaml,17,137,143,0.12,0.12,0.12
io.netty:netty-all,org.apache.zookeeper:zookeeper,27,125,107,0.22,0.25,0.25
org.hamcrest:hamcrest-library,org.slf4j:slf4j-api,76,136,795,0.56,0.1,0.56
org.powermock:powermock-module-junit4,org.springframework:spring-jdbc,10,118,130,0.08,0.08,0.08
org.apache.commons:commons-lang3,org.projectlombok:lombok,96,548,233,0.18,0.41,0.41
com.fasterxml.jackson.core:jackson-databind,org.slf4j:jcl-over-slf4j,78,453,173,0.17,0.45,0.45
com.squareup.okhttp3:okhttp,org.junit.jupiter:junit-jupiter-engine,18,131,200,0.14,0.09,0.14
