repositoryName1,repositoryName2,intersection,similarity
mariadb-corporation/mariadb-connector-j,micronaut-projects/micronaut-examples,[logging],1.0
atomix/copycat,red6/pdfcompare,[logging],1.0
FasterXML/jackson-databind,kiegroup/jbpm,"[junit, mock, mocking, module, testing]",1.0
ant-media/Ant-Media-Server,federkasten/appbundle-maven-plugin,"[apache, build, build-system, maven, model]",0.71
3pillarlabs/socialauth,tuguangquan/mybatis,[bytecode],1.0
nurkiewicz/async-retry,ttddyy/datasource-proxy,[logging],1.0
TNG/JGiven,dodie/scott,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
RuedigerMoeller/fast-serialization,Thomas-S-B/visualee,[json],1.0
jawi/ols,jobrunr/jobrunr,"[junit, testing]",1.0
apache/maven-compiler-plugin,tada/pljava,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
AgNO3/jcifs-ng,knowm/Sundial,"[api, javax, servlet, specs, standard]",1.0
jenkinsci/ec2-plugin,kiegroup/jbpm,"[junit, mock, mocking, module, testing]",0.71
jimbethancourt/RefactorFirst,paul-hammant/paranamer,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
johnlpage/POCDriver,postgis/postgis-java,[logging],1.0
googleworkspace/java-samples,youtube/api-samples,"[api, google, service]",0.75
StripesFramework/stripes,thymeleaf/thymeleafexamples-springmail,"[api, javax, servlet, specs, standard, upload]",0.75
jcabi/jcabi-aspects,johnlpage/POCDriver,[logging],1.0
Hive2Hive/Hive2Hive,Nilhcem/FakeSMTP,[logging],1.0
McFoggy/cssfx,stefanbirkner/system-rules,"[junit, testing]",1.0
Crab2died/Excel4J,recommenders/rival,"[apache, commons, csv, tabular]",1.0
dCache/nfs4j,johnlpage/POCDriver,[logging],1.0
Nilhcem/FakeSMTP,Sayi/poi-tl,[logging],1.0
Nilhcem/FakeSMTP,twitter-archive/cloudhopper-smpp,[logging],1.0
alibaba/innodb-java-reader,datumbox/datumbox-framework,"[apache, commons, csv, tabular]",0.8
pircbotx/pircbotx,scorego/WechatRobot,[logging],1.0
spotify/dockerfile-maven,talios/clojure-maven-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",1.0
greenrobot/essentials,mcxiaoke/android-volley,[testing],1.0
lmdbjava/benchmarks,sockeqwe/fragmentargs,[api],1.0
AzureAD/microsoft-authentication-library-for-java,apache/commons-logging,[logging],1.0
luontola/retrolambda,paul-hammant/paranamer,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
chhsiao90/nitmproxy,hyperledger/fabric-chaincode-java,[logging],1.0
SQLDroid/SQLDroid,kamranzafar/JCL,[testing],1.0
CleverTap/apns-http2,FasterXML/jackson-jr,"[client, http]",1.0
fluent/fluent-logger-java,micronaut-projects/micronaut-examples,[logging],1.0
micronaut-projects/micronaut-examples,msemys/esjc,[logging],1.0
hprose/hprose-java,omnifaces/omnifaces,"[api, javax, servlet, specs, standard]",1.0
asterisk-java/asterisk-java,haosdent/jcgroup,[logging],1.0
haosdent/jcgroup,spotify/netty-zmtp,[logging],1.0
dodie/scott,paul-hammant/paranamer,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",1.0
opencollab/jlatexmath,vmware/differential-datalog,[apache],1.0
luontola/retrolambda,spotify/dockerfile-maven,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.9
Sayi/poi-tl,j256/simplemagic,[logging],1.0
mangstadt/biweekly,vandeseer/easytable,[github],1.0
arturmkrtchyan/iban4j,tipsy/j2html,"[benchmark, junit, performance, testing]",0.8
94fzb/zrlog,oracle/oracle-db-examples,"[api, javax, servlet, specs, standard]",0.71
atomix/copycat,oldmanpushcart/greys-anatomy,[logging],1.0
lexburner/dubbo-mesh,zxbu/webdav-aliyundriver,"[client, http]",1.0
pircbotx/pircbotx,spotify/netty-zmtp,[logging],1.0
mathieucarbou/license-maven-plugin,takari/takari-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
j256/simplemagic,oskopek/javaanpr,[logging],1.0
j256/simplemagic,xSAVIKx/AndroidScreencast,[logging],1.0
scorego/WechatRobot,spotify/netty-zmtp,[logging],1.0
tbroyer/gwt-maven-plugin,temyers/cucumber-jvm-parallel-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.82
medcl/elasticsearch-analysis-pinyin,rcarz/jira-client,"[api, junit, mock, mocking, module, testing]",0.75
apache/commons-validator,mcdcorp/opentest,"[apache, commons, csv, tabular]",0.8
criteo/babar,sonatype/m2eclipse-scala,"[jvm, language, library, scala]",1.0
johnlpage/POCDriver,spotify/sparkey-java,[logging],1.0
johnlpage/POCDriver,scorego/WechatRobot,[logging],1.0
PetteriM1/NukkitPetteriM1Edition,scalecube/socketio,"[io, native, netty, network, socket, transport]",0.86
dCache/nfs4j,mdeverdelhan/ta4j-origins,[logging],1.0
amaembo/huntbugs,ulisesbocchio/jasypt-spring-boot,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
mojo-executor/mojo-executor,spotify/dockerfile-maven,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.75
nurkiewicz/async-retry,ps3mediaserver/ps3mediaserver,[logging],1.0
fasseg/exp4j,wangweiX/blockchain-java,[logging],1.0
asterisk-java/asterisk-java,zhoumengkang/netty-restful-server,[logging],1.0
apache/maven-compiler-plugin,spotify/dockerfile-maven,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",1.0
samaxes/minify-maven-plugin,talios/clojure-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
dodie/scott,samaxes/minify-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",1.0
biojava/biojava,torakiki/sejda,"[engine, junit, testing]",0.75
AlmasB/FXGL,kcctl/kcctl,[github],1.0
qinming99/dst-admin,vandeseer/easytable,[github],1.0
McFoggy/cssfx,majusko/pulsar-java-spring-boot-starter,"[junit, testing]",1.0
kiegroup/jbpm,zhegexiaohuozi/JsoupXpath,"[junit, mock, mocking, module, testing]",0.71
dCache/nfs4j,twitter-archive/cloudhopper-smpp,[logging],1.0
mariadb-corporation/mariadb-connector-j,scorego/WechatRobot,[logging],1.0
amaembo/huntbugs,talios/clojure-maven-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",1.0
spring-projects/spring-security-javaconfig,xtuhcy/gecco,[bytecode],1.0
clir/clearnlp,codelibs/fess,"[cli, parser]",1.0
facebook/nailgun,nokia/RED,[native],1.0
scorego/WechatRobot,thiagolocatelli/parse4j,[logging],1.0
rohanpadhye/JQF,ulisesbocchio/jasypt-spring-boot,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
plutext/docx4j-ImportXHTML,postgis/postgis-java,[logging],1.0
apache/maven-compiler-plugin,sdbg/sdbg,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
bfwg/springboot-jwt-starter,spring-guides/gs-messaging-stomp-websocket,"[assets, bootstrap, web]",1.0
idealo/mongodb-slow-operations-profiler,omnifaces/omnifaces,"[api, javax, servlet, specs, standard]",0.83
rongcloud/server-sdk-java,uwolfer/gerrit-rest-java-client,[xml],1.0
FasterXML/jackson-dataformats-binary,xSAVIKx/AndroidScreencast,[logging],1.0
MarkusBernhardt/proxy-vole,neophob/PixelController,[native],1.0
FasterXML/jackson-databind,aadnk/ProtocolLib,"[junit, mock, mocking, module, testing]",1.0
asciidoctor/asciidoclet,mohamicorp/stash-jenkins-postreceive-webhook,"[api, junit, mock, mocking, module, testing]",1.0
ddd-by-examples/library,jawi/ols,"[junit, testing]",1.0
micronaut-projects/micronaut-examples,spotify/netty-zmtp,[logging],1.0
fasseg/exp4j,twitter-archive/cloudhopper-smpp,[logging],1.0
idealo/mongodb-slow-operations-profiler,xuxueli/xxl-sso,"[api, javax, servlet, specs, standard]",0.83
apache/incubator-retired-gossip,hyperledger/fabric-gateway-java,"[engine, junit, testing]",0.75
spotify/netty-zmtp,zhoumengkang/netty-restful-server,[logging],1.0
danielflower/multi-module-maven-release-plugin,kilim/kilim,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
aadnk/ProtocolLib,viskell/viskell,"[junit, mock, mocking, module, testing]",0.83
bytedeco/javacpp,talios/clojure-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
dCache/nfs4j,xSAVIKx/AndroidScreencast,[logging],1.0
amaembo/huntbugs,gmu-swe/phosphor,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
mdeverdelhan/ta4j-origins,xSAVIKx/AndroidScreencast,[logging],1.0
FasterXML/jackson-dataformat-xml,FasterXML/woodstox,"[api, codehaus, streaming, xml]",1.0
AzureAD/microsoft-authentication-library-for-java,haosdent/jcgroup,[logging],1.0
idealo/mongodb-slow-operations-profiler,k-tamura/easybuggy,"[api, javax, servlet, specs, standard]",0.71
aleksandr-m/gitflow-maven-plugin,samaxes/minify-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
Sayi/poi-tl,oskopek/javaanpr,[logging],1.0
dunwu/java-tutorial,kakawait/cas-security-spring-boot-starter,"[api, javax, servlet, specs, standard]",1.0
bujiio/buji-pac4j,knowm/Sundial,"[api, javax, servlet, specs, standard]",1.0
jcabi/jcabi-aspects,msemys/esjc,[logging],1.0
dCache/nfs4j,spotify/sparkey-java,[logging],1.0
dCache/nfs4j,ttddyy/datasource-proxy,[logging],1.0
QSFT/Doradus,dunwu/java-tutorial,"[api, javax, servlet, specs, standard]",0.83
T-baby/MongoDB-Plugin,j256/simplemagic,[logging],1.0
intuit/fuzzy-matcher,ysc/word,"[analyzer, apache, index, lucene]",0.8
ps3mediaserver/ps3mediaserver,spotify/netty-zmtp,[logging],1.0
fusesource/hawtjni,talios/clojure-maven-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.9
JetBrains/intellij-samples,Multiverse/Multiverse-Core,"[analysis, annotations, defect, metadata]",1.0
lexs/webimageloader,mybatis/ehcache-cache,[cache],1.0
dodie/scott,ebourg/jsign,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
OWASP/java-html-sanitizer,raml-org/raml-java-parser,"[analysis, annotations, defect, google, json, metadata]",1.0
aleksandr-m/gitflow-maven-plugin,amaembo/huntbugs,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.9
docbleach/DocBleach,raml-org/raml-java-parser,"[analysis, annotations, defect, google, metadata]",0.83
Sayi/poi-tl,micronaut-projects/micronaut-examples,[logging],1.0
danielflower/multi-module-maven-release-plugin,temyers/cucumber-jvm-parallel-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.9
mauricioaniche/repodriller,rongcloud/server-sdk-java,[xml],1.0
javaee/security-soteria,socketio/engine.io-server-java,"[api, javaee, javax, specs, standard]",0.83
FasterXML/jackson-dataformats-text,JetBrains/intellij-samples,"[analysis, annotations, defect, metadata]",1.0
dCache/nfs4j,spotify/netty-zmtp,[logging],1.0
Nilhcem/FakeSMTP,oskopek/javaanpr,[logging],1.0
apache/commons-logging,oskopek/javaanpr,[logging],1.0
Vatuu/discord-rpc,peter-lawrey/Java-Thread-Affinity,[native],1.0
spotify/dockerfile-maven,tbroyer/gwt-maven-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.82
oldmanpushcart/greys-anatomy,scorego/WechatRobot,[logging],1.0
jnr/jnr-unixsocket,lejon/T-SNE-Java,[github],1.0
jimbethancourt/RefactorFirst,mojo-executor/mojo-executor,"[annotations, apache, build, build-system, junit, maven, metadata, plugin, testing, tools]",0.77
JnRouvignac/AutoRefactor,j256/simplemagic,[logging],1.0
nacos-group/nacos-spring-project,pac4j/spring-security-pac4j,"[api, javax, servlet, specs, standard]",0.71
lgxqf/UICrawler,postgis/postgis-java,[logging],1.0
ArcBees/Jukito,rtyley/agit,"[dependency-injection, google]",1.0
coinbase/coinbase-java,naver/volley-extensions,"[api, junit, mock, mocking, module, testing]",0.86
QSFT/Doradus,kakawait/cas-security-spring-boot-starter,"[api, javax, servlet, specs, standard]",0.83
apache/commons-validator,recommenders/rival,"[apache, commons, csv, tabular]",1.0
Stratio/deep-spark,aadnk/ProtocolLib,"[junit, mock, mocking, module, testing]",0.83
chhsiao90/nitmproxy,ttddyy/datasource-proxy,[logging],1.0
Sayi/poi-tl,T-baby/MongoDB-Plugin,[logging],1.0
nacos-group/nacos-spring-project,oracle/oracle-db-examples,"[api, javax, servlet, specs, standard]",0.71
spotify/netty-zmtp,vassalengine/vassal,[logging],1.0
borball/weixin-sdk,liyiorg/weixin-popular,"[apache, mime]",1.0
bytedeco/javacpp,tunnelvisionlabs/antlr4cs,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
Nilhcem/FakeSMTP,dCache/nfs4j,[logging],1.0
atomix/copycat,dCache/nfs4j,[logging],1.0
helun/Ektorp,tomsik68/mclauncher-api,[json],1.0
oracle/oracle-db-examples,sosy-lab/java-smt,"[api, javax, servlet, specs, standard]",1.0
kokorin/Jaffree,scorego/WechatRobot,[logging],1.0
JnRouvignac/AutoRefactor,fluent/fluent-logger-java,[logging],1.0
highcharts/highcharts-export-server,socketio/engine.io-server-java,"[api, javax, servlet, specs, standard]",0.71
eBay/parallec,spotify/async-google-pubsub-client,"[json, logging]",1.0
healthonnet/hon-lucene-synonyms,spaziocodice/SolRDF,"[apache, search, solr]",0.75
Nilhcem/FakeSMTP,msemys/esjc,[logging],1.0
atomix/copycat,scorego/WechatRobot,[logging],1.0
talsma-ict/umldoclet,twitter-archive/cloudhopper-smpp,[logging],1.0
nurkiewicz/async-retry,talsma-ict/umldoclet,[logging],1.0
fasseg/exp4j,spotify/sparkey-java,[logging],1.0
ps3mediaserver/ps3mediaserver,twitter-archive/cloudhopper-smpp,[logging],1.0
AzureAD/microsoft-authentication-library-for-java,T-baby/MongoDB-Plugin,[logging],1.0
mp911de/logstash-gelf,postgis/postgis-java,[logging],1.0
mp911de/logstash-gelf,pircbotx/pircbotx,[logging],1.0
asakusafw/asakusafw,twitter-archive/cloudhopper-smpp,[logging],1.0
aleksandr-m/gitflow-maven-plugin,danielflower/multi-module-maven-release-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.82
docbleach/DocBleach,lishid/OpenInv,"[analysis, annotations, defect, metadata]",0.8
aikar/commands,filoghost/HolographicDisplays,"[analysis, annotations, defect, metadata]",1.0
banq/jivejdon,codelibs/elasticsearch-taste,"[analyzer, apache, index, lucene]",0.8
OpenAPITools/openapi-diff,spotify/dockerfile-maven,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
arangodb/arangodb-java-driver,micronaut-projects/micronaut-examples,[logging],1.0
CleverTap/apns-http2,codedrinker/community,"[client, http]",1.0
MarkusBernhardt/proxy-vole,facebook/nailgun,[native],1.0
ahus1/prometheus-hystrix,questdb/questdb,"[io, prometheus]",1.0
dCache/nfs4j,micronaut-projects/micronaut-examples,[logging],1.0
recommenders/rival,ssssssss-team/spider-flow,"[apache, commons, csv, tabular]",1.0
TNG/JGiven,bytedeco/javacpp,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
greenrobot/essentials,kamranzafar/JCL,[testing],1.0
AgNO3/jcifs-ng,resthub/springmvc-router,"[api, javax, servlet, specs, standard]",0.71
JMCuixy/swagger2word,java-aodeng/hope-boot,"[api, io, swagger]",0.75
AzureAD/microsoft-authentication-library-for-java,vassalengine/vassal,[logging],1.0
jnr/jnr-unixsocket,sanger-pathogens/Artemis,[github],1.0
hapifhir/hapi-fhir-jpaserver-starter,spring-projects-experimental/spring-fu,"[assets, bootstrap, web]",0.75
JnRouvignac/AutoRefactor,haosdent/jcgroup,[logging],1.0
arangodb/arangodb-java-driver,msemys/esjc,[logging],1.0
hneemann/Digital,yegor256/xembly,[xml],1.0
fluent/fluent-logger-java,lgxqf/UICrawler,[logging],1.0
FasterXML/jackson-dataformats-text,filoghost/HolographicDisplays,"[analysis, annotations, defect, metadata]",1.0
Nilhcem/FakeSMTP,mdeverdelhan/ta4j-origins,[logging],1.0
mariadb-corporation/mariadb-connector-j,talsma-ict/umldoclet,[logging],1.0
amaembo/huntbugs,tada/pljava,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
qos-ch/slf4j,spring-projects/spring-security-javaconfig,[bytecode],1.0
cmu-phil/tetrad,lishid/OpenInv,"[analysis, annotations, defect, metadata]",0.8
uwolfer/gerrit-rest-java-client,yegor256/xembly,[xml],1.0
AzureAD/microsoft-authentication-library-for-java,scorego/WechatRobot,[logging],1.0
apache/commons-pool,qos-ch/slf4j,[bytecode],1.0
chhsiao90/nitmproxy,dCache/nfs4j,[logging],1.0
johnlpage/POCDriver,mp911de/logstash-gelf,[logging],1.0
WinterChenS/my-site,karcan/javaBootcamp,"[api, io, swagger]",1.0
gturri/aXMLRPC,jnr/jnr-unixsocket,[github],1.0
jcabi/jcabi-aspects,mdeverdelhan/ta4j-origins,[logging],1.0
lgxqf/UICrawler,mp911de/logstash-gelf,[logging],1.0
arangodb/arangodb-java-driver,dCache/nfs4j,[logging],1.0
mauricioaniche/repodriller,yegor256/xembly,[xml],1.0
MarkusBernhardt/proxy-vole,shannah/Java-Objective-C-Bridge,[native],1.0
jagrosh/Vortex,scorego/WechatRobot,[logging],1.0
oskopek/javaanpr,vassalengine/vassal,[logging],1.0
oskopek/javaanpr,talsma-ict/umldoclet,[logging],1.0
hyperledger/fabric-chaincode-java,jagrosh/Vortex,[logging],1.0
T-baby/MongoDB-Plugin,hyperledger/fabric-chaincode-java,[logging],1.0
AgNO3/jcifs-ng,socketio/engine.io-server-java,"[api, javax, servlet, specs, standard]",0.83
elBukkit/MagicPlugin,jnr/jnr-ffi,[github],1.0
idealo/mongodb-slow-operations-profiler,kakawait/cas-security-spring-boot-starter,"[api, javax, servlet, specs, standard]",0.83
apache/incubator-retired-gossip,usethesource/capsule,"[engine, junit, testing]",1.0
aleksandr-m/gitflow-maven-plugin,temyers/cucumber-jvm-parallel-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.9
red6/pdfcompare,spotify/sparkey-java,[logging],1.0
chhsiao90/nitmproxy,j256/simplemagic,[logging],1.0
ebourg/jsign,rohanpadhye/JQF,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
bujiio/buji-pac4j,pac4j/spring-security-pac4j,"[api, javax, servlet, specs, standard]",1.0
msemys/esjc,red6/pdfcompare,[logging],1.0
damianszczepanik/cucumber-reporting,viskell/viskell,"[api, junit, mock, mocking, module, testing]",0.75
mariadb-corporation/mariadb-connector-j,oskopek/javaanpr,[logging],1.0
eclipse-ee4j/glassfish,javaee/glassfish,"[admin, annotations, ant, apache, api, bundle, client, cluster, codehaus, command-line, compiler, config, connector, console, container, deployment, description, driver, eclipse, ejb, embedded, framework, generator, hibernate, http, javaee, javax, jboss, jdbc, jms, jpa, jsf, json, launcher, logging, metadata, mocking, mvc, naming, native, osgi, parser, persistence, platform, plugin, queue, reflection, resource, runtime, security, server, service, servlet, shell, specs, sql, standard, streaming, testing, validation, web, webservice, xml]",0.83
haosdent/jcgroup,red6/pdfcompare,[logging],1.0
apache/commons-collections,hyperledger/fabric-gateway-java,"[engine, junit, testing]",0.75
abertschi/graalphp,oracle/graal,[sdk],1.0
mp911de/logstash-gelf,oldmanpushcart/greys-anatomy,[logging],1.0
luontola/retrolambda,tbroyer/gwt-maven-plugin,"[annotations, apache, api, build, build-system, codehaus, maven, metadata, plugin, tools]",0.91
Sayi/poi-tl,postgis/postgis-java,[logging],1.0
openjfx/javafx-maven-plugin,paul-hammant/paranamer,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
JnRouvignac/AutoRefactor,kokorin/Jaffree,[logging],1.0
ewolff/microservice,spring-guides/gs-messaging-stomp-websocket,"[assets, bootstrap, web]",1.0
